sample1	sample2	sample3	sample4	sample5	sample6	sample7	sample8	sample9	sample10	sample11	sample12	sample13	sample14	sample15	sample16	sample17	sample18	sample19	sample20	sample21	sample22	sample23	sample24	sample25	sample26	sample27	sample28	sample29	sample30	sample31	sample32	sample33	sample34	sample35	sample36	sample37	sample38	sample39	sample40	sample41	sample42	sample43	sample44	sample45	sample46	sample47	sample48	sample49	sample50	sample51	sample52	sample53	sample54	sample55	sample56	sample57	sample58	sample59	sample60	sample61	sample62	sample63	sample64	sample65	sample66	sample67	sample68	sample69	sample70	sample71	sample72	sample73	sample74	sample75	sample76	sample77	sample78	sample79	sample80
85	19	60	0	0	0	0	9	0	208	0	32	42	0	33	59	0	34	0	79	101	120	0	0	149	0	101	12	0	0	19	101	0	0	18	132	34	0	0	72	9	0	6	14	186	39	4	107	0	8	0	0	22	0	0	93	0	0	0	0	15	39	0	0	101	103	140	11	0	152	23	0	0	111	0	15	0	89	69	74
0	0	18	7	0	0	0	0	0	0	51	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	48	0	0	0	0	0	0	0	0	0	0	0	0	0
124	18	0	56	4	0	0	0	0	175	118	0	0	0	18	155	1	139	12	0	39	0	21	57	31	5	151	0	0	0	0	143	0	0	0	84	0	0	0	0	238	0	0	0	264	0	0	0	0	5	0	0	0	0	0	78	0	0	0	0	7	0	0	114	0	61	0	0	0	0	46	15	0	0	45	0	0	23	76	17
0	0	0	98	28	7	0	0	0	99	0	0	0	0	16	0	0	0	0	78	22	0	6	56	0	0	0	35	79	22	0	51	0	14	0	37	0	0	0	0	66	0	0	0	253	16	0	13	0	0	35	146	13	61	0	93	28	0	0	0	137	0	0	32	551	42	149	0	0	61	21	10	13	73	41	14	54	0	0	130
8	5	0	167	0	0	0	18	0	1	1	47	21	0	0	0	0	121	0	0	12	55	0	217	56	0	163	0	0	5	0	0	0	0	0	0	46	2	6	14	5	0	0	0	0	0	0	56	0	5	0	0	0	0	28	93	0	0	0	0	190	5	0	0	0	0	13	29	0	327	0	0	2	73	460	0	0	0	5	0
49	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	32	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	30	11	0	0	0	0	0	0	0	0	0	105	0	0	0	0	0	0	0	0	0	0	0	0	59	0	0
0	0	0	0	0	15	0	0	0	0	305	19	56	0	0	382	0	5	0	20	23	0	190	0	0	0	43	0	1	9	0	0	0	0	0	0	0	19	0	0	1	0	0	0	0	0	0	15	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	114	0	0	0	0	0	5	0	0	0	1	552	86	0	125	0	19
79	54	77	159	0	56	0	0	0	280	272	21	102	0	40	52	0	275	81	230	167	155	156	352	191	35	105	220	62	79	26	0	0	0	74	0	92	0	6	64	64	0	0	159	417	0	0	109	77	31	29	159	79	47	36	434	0	0	27	93	317	39	0	115	239	239	147	319	0	0	61	69	0	190	300	43	121	206	401	179
0	0	4	0	0	0	0	0	0	254	0	7	0	0	0	17	36	29	0	10	167	41	126	116	15	0	0	282	42	0	0	267	0	52	0	110	75	90	0	0	16	0	4	9	86	32	0	37	17	0	14	3	0	0	10	60	7	0	0	27	14	18	0	0	0	82	0	27	0	0	12	0	0	32	28	7	0	34	10	22
0	11	0	33	0	79	0	0	0	0	133	0	0	0	94	137	0	29	0	0	0	0	0	7	21	10	53	0	10	0	0	36	0	4	38	172	0	0	0	20	0	0	0	5	80	0	0	36	0	0	37	0	7	0	0	71	0	0	0	0	0	0	0	0	45	1	91	0	0	81	22	0	0	85	0	0	0	71	0	0
0	0	1	45	29	0	0	0	0	92	38	0	6	6	39	55	9	0	8	39	107	112	0	43	72	0	12	175	0	0	0	129	0	16	0	49	104	7	0	11	0	0	0	109	4	0	72	0	7	0	0	7	17	0	0	10	27	0	0	0	0	0	0	31	0	193	79	39	30	109	0	0	0	83	36	0	0	64	226	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	75	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	53	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	103	0	0	0	0	0	0	0	0	0	0	0	0	0
33	0	0	0	0	0	0	0	0	28	1	0	7	16	31	0	0	0	0	0	36	91	15	0	13	0	25	0	0	21	0	19	0	0	17	7	0	0	0	0	91	0	0	29	75	0	0	0	0	0	0	29	0	4	0	46	0	0	0	0	20	0	0	26	117	83	0	0	0	2	0	0	0	0	0	7	0	49	0	0
720	0	0	469	324	132	19	0	0	473	202	193	202	18	354	948	0	328	319	511	405	816	493	338	299	130	378	403	0	100	0	172	0	130	106	320	353	59	0	13	122	0	0	163	451	162	138	427	119	0	279	192	163	106	159	890	0	7	0	222	523	53	0	94	1000	673	792	778	35	1492	81	60	21	624	773	108	440	1008	259	869
25	0	0	6	0	0	0	0	0	67	0	13	0	0	5	11	0	31	0	2	0	0	0	0	10	0	0	136	30	0	0	60	0	0	0	0	0	0	0	0	0	0	0	0	26	23	0	43	0	0	0	0	0	0	0	0	0	0	0	0	58	0	0	0	0	38	0	225	0	0	0	27	0	0	62	10	58	32	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	28	0	0	0	0	0	0	17	0	0	0	0	0	7	0	63	0	0	0	0	0	4	0	28	0	45	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	28	0	23	0	0	0	0	0	0	0	182	0	0	0	0	46
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	130	0	0	0	0	57	0	0	0	0	0	0	0	0	0	0	0	41	133	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	353	0	0	0	0	0	0	0	0	0	0	0	0
0	14	105	150	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	215	197	56	0	19	0	0	0	43	0	0	9	0	0	0	0	0	1	0	0	0	0	0	0	177	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	144	0	0	0	0	51	8	0	0	7	0	0	0	0	0	0	0	142	0	0
0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
212	126	137	526	67	43	38	61	0	539	49	0	247	71	130	54	0	262	54	0	293	169	26	0	217	0	176	254	50	23	0	237	0	12	0	38	30	0	0	0	64	0	60	0	582	0	0	274	31	0	90	18	0	0	53	661	0	0	16	29	247	0	0	13	78	162	157	231	0	99	76	0	0	464	489	0	35	159	253	325
0	0	0	0	0	28	0	22	0	156	0	0	0	0	0	40	0	116	0	58	32	159	0	0	45	0	47	0	0	19	0	47	0	0	0	0	0	0	0	0	37	0	0	0	7	0	0	0	0	0	0	0	0	0	0	41	0	0	0	0	56	0	0	0	0	27	0	95	0	0	0	9	0	0	0	0	0	19	0	29
10	51	0	279	17	174	0	143	0	16	17	0	256	5	34	0	0	176	77	284	333	126	503	229	96	52	278	315	198	117	12	53	0	0	36	781	58	144	0	0	331	0	74	173	266	23	113	16	211	0	4	100	0	63	35	858	8	0	5	37	786	0	0	82	576	91	0	17	12	790	0	86	0	268	164	34	338	235	467	260
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	73	0	0	0	0	0	0	31	0	0	0	0	0	0	0	0	0	0	59	23	0	0	1	0	0	0	15	0	0	0	0	0	0	0	39	0	0	0	37	0	0	0	0	6	0	0	0	0	0	7	0	0	13	0	0	0	108	0	0	0	0	0	0
0	21	0	23	0	0	0	0	0	39	0	0	10	0	0	0	0	0	0	0	0	0	42	22	29	0	41	23	0	0	5	0	0	0	0	0	0	0	0	16	129	0	0	92	0	0	0	148	0	0	0	0	0	52	0	501	0	0	0	0	335	0	0	0	0	203	438	345	0	0	0	0	0	0	181	0	149	341	261	0
33	0	16	0	0	13	0	0	0	81	101	28	0	0	0	0	0	92	0	0	93	0	0	68	0	6	0	0	16	0	0	0	0	0	0	0	27	0	0	9	0	0	0	0	0	0	0	22	0	0	0	0	15	0	0	0	0	0	0	0	82	17	0	24	22	0	66	46	0	0	0	0	0	27	52	0	13	83	0	0
0	0	25	29	0	0	0	7	0	117	31	0	0	0	0	21	0	0	17	11	0	18	0	0	14	0	0	0	0	0	0	0	0	24	0	0	0	0	0	0	17	0	0	0	0	17	0	0	0	0	0	29	0	0	0	65	0	0	0	0	0	0	0	0	86	38	0	57	0	0	0	0	0	29	0	0	0	43	0	55
502	145	138	268	262	183	58	114	0	591	582	251	207	32	197	350	64	627	140	340	542	203	582	459	430	0	395	321	252	0	0	311	0	128	107	222	366	117	0	118	273	38	57	111	1040	214	177	348	190	45	211	239	136	228	184	329	128	0	23	244	533	73	67	295	777	518	564	584	66	481	95	86	32	487	538	58	223	525	193	241
382	0	0	320	210	146	0	0	0	12	279	147	40	0	232	418	62	301	330	673	1102	616	548	654	0	0	376	120	238	104	66	214	0	6	101	266	225	176	0	188	253	0	334	0	1653	117	0	277	49	0	189	153	0	80	181	402	223	0	0	507	749	0	0	190	64	842	235	576	127	645	0	9	0	199	716	80	174	544	608	80
91	73	103	130	0	23	0	0	0	307	0	0	0	47	0	18	0	82	38	46	80	142	249	186	97	4	160	246	150	10	8	24	0	41	203	50	19	2	0	45	81	7	38	13	0	0	78	0	0	13	0	2	21	23	35	201	59	0	6	114	146	23	0	161	99	123	215	302	34	201	8	99	0	50	173	28	54	199	76	223
66	12	0	4	118	12	2	0	0	58	0	62	0	3	15	8	1	408	84	18	0	136	0	10	3	0	1	8	31	76	70	180	0	1	0	0	8	6	0	0	0	13	0	21	762	29	153	19	0	0	0	0	0	79	22	18	0	0	0	0	14	94	0	0	70	49	213	32	4	0	0	0	0	15	139	8	0	42	17	10
71	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	38	0	0	0	57	0	0	6	0	0	129	0	0	0	0	0	0	46	43	0	19	0	0	0	0	0	0	0	0	0	0	0	36	0	0	0	0	0	88	4	0	0	0	81	0	0	0	164	0	0	56	0	0	0	0	0	0	61	21	0	0	199	0
159	0	0	122	74	47	17	6	0	62	0	0	44	15	78	234	0	161	96	108	92	0	0	84	16	0	56	106	62	176	26	54	0	0	74	62	67	50	0	0	674	71	0	210	1133	0	150	251	115	0	223	266	0	0	149	943	0	0	54	315	769	129	0	342	365	299	803	541	70	625	226	225	0	801	247	47	228	180	833	189
2	0	0	134	0	0	0	0	0	0	288	0	0	0	0	17	0	0	0	6	0	14	265	12	0	0	15	1165	0	0	0	0	0	0	0	50	0	0	0	0	1	0	14	0	135	0	0	0	684	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	0	0	0	0	0	0	0	0	243	0	17
79	3	39	0	0	0	0	0	0	15	89	0	0	0	0	0	0	29	0	63	0	0	3	117	40	0	324	223	57	0	0	0	0	0	0	251	0	26	0	0	0	0	0	0	9	0	0	87	0	5	0	0	0	32	0	7	0	1	0	0	0	0	0	15	1	94	46	0	7	93	0	0	0	31	7	49	0	174	64	0
40	0	0	3	0	0	0	0	0	1009	123	0	103	8	3	33	0	0	170	0	10	0	0	226	48	0	193	0	417	0	3	45	0	15	0	0	17	0	0	0	5	0	0	0	316	11	1	8	0	0	70	70	11	0	0	144	0	0	0	0	8	0	0	5	289	0	1	292	0	12	0	0	0	0	69	0	0	53	0	0
193	60	79	48	29	132	0	0	0	564	52	0	0	19	0	151	14	59	0	0	132	87	139	166	190	0	0	229	0	0	53	37	0	8	0	205	108	0	0	0	217	0	0	105	265	0	0	155	39	0	24	102	21	29	0	139	22	0	4	33	0	0	0	137	159	361	0	375	91	165	43	0	0	87	386	0	0	229	308	199
0	0	0	0	0	0	0	9	0	0	56	0	0	0	0	41	0	0	0	0	0	0	0	0	0	0	0	70	0	0	0	33	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	94	41	0	0	0	0	0	0	0	0	0	15	16	59	50
0	101	0	0	0	63	0	0	0	74	0	21	0	0	0	0	0	0	12	0	0	0	0	0	0	44	66	141	99	9	0	53	0	0	0	51	114	0	0	9	47	0	0	0	114	29	0	0	0	50	0	0	0	0	0	65	0	0	0	33	57	11	0	104	158	199	156	0	0	0	0	0	0	245	0	0	113	32	0	0
59	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	38	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	1	0	0	0	7	0	0	0	0	0	0	4	0	0	0	0	0	0	0
0	0	0	70	0	0	0	0	0	0	0	0	0	0	0	0	0	36	34	23	83	35	175	135	0	0	108	10	0	0	25	0	0	0	39	147	0	0	0	0	0	0	24	0	55	0	0	0	15	0	0	0	0	69	0	21	0	0	0	0	214	0	0	0	0	0	187	51	0	16	9	0	0	33	0	0	70	84	61	0
20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	35	26	0	0	0	0	100	38	0	0	0	0	0	0	40	0	0	0	0	0	0	0	0	37	0	21	0	0	0	23	0	0	9	0	22	0	0	0	5	0	0	0	19	0	0	0	0	0	201	18	0	0	0	0	0	0	15	0	0	26	28	0	105
9	18	9	2	0	11	9	34	0	7	31	7	10	0	4	81	0	2	1	2	37	15	0	51	3	0	31	2	1	0	8	6	1	3	10	7	119	3	0	55	79	0	0	0	48	2	1	137	0	1	9	20	2	6	4	1	4	1	1	31	6	14	0	1	0	4	53	17	9	2	0	0	0	0	2	6	3	49	0	13
0	0	0	137	44	0	0	13	0	0	66	0	0	7	26	53	5	91	0	0	29	0	14	46	0	0	44	83	0	5	0	0	0	0	0	113	0	0	0	0	0	0	0	0	135	15	0	0	0	0	0	0	0	0	0	93	0	0	0	33	118	0	0	0	0	30	62	71	0	80	43	0	7	0	32	22	9	0	68	63
71	62	51	0	0	114	0	21	2	115	364	0	53	0	75	93	5	0	84	54	173	108	192	70	137	0	185	185	0	23	28	76	0	32	0	84	305	0	0	0	2	0	0	51	140	50	55	0	7	0	23	34	0	0	77	498	38	0	0	0	141	0	0	90	313	219	179	135	146	100	45	0	0	325	98	83	84	0	149	62
24	0	0	0	0	0	0	0	0	45	0	0	0	30	0	164	0	0	33	0	0	0	0	0	0	0	0	58	87	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39	0	7	3	10	18	26	0	0	0	0	0	0	0	0	0	0	0	0	0	19
8	0	0	75	4	26	0	1	0	0	0	0	0	0	17	12	0	0	10	57	0	23	45	17	0	0	0	9	0	0	0	19	0	0	30	17	0	0	0	0	27	0	0	16	136	0	0	0	102	19	0	0	33	53	0	200	41	0	0	0	0	0	0	0	1065	155	0	0	12	33	10	0	0	0	65	26	0	0	4	24
149	0	0	94	0	0	0	0	0	190	111	0	13	0	7	58	0	0	0	0	303	58	23	54	3	0	0	0	0	0	0	0	0	66	0	46	5	87	0	0	16	0	0	5	196	53	0	212	0	0	0	0	0	0	0	12	0	0	0	0	52	0	0	3	0	188	2	0	0	0	0	0	0	38	0	0	0	79	175	15
0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	68	0	39	74	0	0	0	39	0	0	87	0	0	17	38	0	0	8	0	37	0	0	0	0	0	0	0	0	0	16	91	41	0	25	60	23	0	6	131	0	0	0	0	178	47	0	0	116	0	128	86	33	0	0	0	0	0	0	0	0	60	52	53
62	95	85	310	25	84	33	0	3	283	341	0	119	0	120	70	94	74	85	60	87	282	132	213	122	0	25	116	228	0	74	189	0	0	35	149	0	0	0	0	189	15	0	84	590	360	16	121	123	0	0	262	67	73	0	335	0	0	0	20	231	0	0	121	233	598	71	99	99	183	27	15	0	150	207	73	58	284	497	85
0	9	0	112	0	0	0	36	0	54	179	0	0	2	0	0	0	60	10	44	122	56	0	0	0	0	0	0	0	0	0	0	0	0	0	0	61	6	0	0	36	0	20	0	0	43	0	0	22	0	0	0	0	0	0	127	6	0	9	31	15	0	0	19	0	39	32	0	0	31	0	0	0	83	140	0	1	11	20	36
74	0	0	127	0	30	0	0	0	7	0	0	22	55	0	3	0	0	0	0	0	0	0	93	10	0	0	0	0	0	11	0	0	0	0	37	12	5	0	0	0	0	0	0	29	52	48	0	23	0	25	151	3	0	0	0	0	0	0	0	23	0	0	16	18	31	118	24	0	0	0	0	0	145	0	0	0	73	72	30
0	57	27	47	0	33	0	0	0	0	34	4	0	5	0	0	0	59	26	53	0	87	0	88	0	0	0	0	0	22	0	0	0	0	10	59	0	0	0	0	0	0	0	15	89	0	0	51	0	0	0	0	0	17	30	0	0	0	0	0	13	0	0	0	296	0	22	0	12	83	0	0	0	0	43	0	14	38	9	86
0	0	0	24	7	53	29	0	0	233	105	1	0	0	0	6	15	0	0	0	243	20	347	0	80	0	40	202	85	6	0	48	0	0	0	37	57	3	0	0	29	0	0	6	43	108	0	70	38	0	0	77	0	2	17	125	0	0	0	0	20	0	0	99	0	192	85	0	0	118	1	17	0	45	109	0	0	83	0	23
56	0	0	8	0	0	0	4	0	24	0	0	0	0	0	0	0	1	1	106	0	0	32	0	35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	50	4	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	86	0	0	24	0	0	0	0	0	0	0	0	0	126	0	61
0	0	10	172	116	0	0	0	0	13	74	4	0	0	0	259	0	270	160	0	0	0	96	31	86	0	524	67	71	68	0	66	0	0	0	11	0	44	0	0	219	0	0	0	164	185	34	105	32	0	14	0	0	0	6	279	0	0	0	67	82	30	2	0	258	0	183	194	0	112	5	8	0	268	52	0	25	289	0	108
31	0	0	0	7	0	0	0	0	97	0	0	20	0	23	0	0	0	0	34	0	0	0	68	0	0	0	44	15	12	0	0	0	0	29	22	18	0	0	0	0	0	0	24	79	14	0	0	50	13	49	37	26	9	0	162	72	0	0	0	0	0	0	82	24	0	27	62	0	245	0	0	0	160	0	0	12	105	0	107
0	0	0	0	21	0	0	0	0	0	38	0	14	0	0	49	0	41	0	0	0	12	0	0	0	0	0	48	10	0	5	38	0	0	0	24	0	0	0	0	0	0	0	23	0	0	0	35	0	0	10	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0	49	0	0	0	0	8	0	0	38	0	0	0	0	40
0	0	63	0	0	0	16	0	0	172	0	0	0	0	0	0	0	283	0	0	0	41	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	290	0	47	129	53	0	46	0	33	0	0	0	46	0	0	0	0	0	0	0	0	295	86	137	0	0	0	0	0	0	0	0	39	0	0	0
63	0	0	27	15	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	5	0	6	4	0	0	0	0	0	0	0	3	0	0	0	0	7	0	0	0	79	0	0	0	0	10	0	0	0	0	0	0	85	0	0	1	182	0	0	0	61	76	0	0	0	0	0	0	0	0	0	0	0	0	0	116
0	0	0	186	0	0	0	0	0	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	87	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
15	0	0	49	0	0	0	0	0	35	0	0	0	0	0	0	0	0	26	43	0	0	133	57	0	0	0	0	0	0	0	0	0	0	77	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	27	0	0	395	1	0	0	0	10	0	0	0	0	0	0	155	0	0	0	1	0	0	196	0	11	0	0	50
99	48	0	182	73	47	0	29	0	264	152	0	0	27	0	61	2	16	33	285	95	13	97	293	142	0	192	22	35	0	0	0	0	25	0	191	0	163	0	0	60	0	6	1	361	83	0	18	11	0	7	338	0	241	0	98	74	0	0	0	138	225	26	0	22	29	600	701	56	64	94	51	5	439	655	32	0	0	629	98
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	0	4	0	0	0	0	0	2	0	7	0	0	2	0	0	0	0	0	0	0	0	10	17	7	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27	0	0	0	0	0	45	0	0	0	0	0	146	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40	0	0	0	0	42	0	0	0	0	0	0	0	0	0	0	0	0	0	0	86	0	0	0	0	0
77	68	3	20	0	67	0	0	0	87	117	45	100	0	79	143	0	0	63	0	314	0	0	64	4	0	0	55	59	26	0	21	0	0	12	0	0	43	0	1	55	0	0	44	629	0	0	0	0	0	66	92	0	1	26	635	8	0	0	55	65	23	0	77	424	73	198	458	57	322	0	0	0	0	200	0	13	0	237	3
39	0	0	0	0	0	6	0	0	0	0	0	0	3	0	0	0	0	0	51	54	32	0	0	39	0	37	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	76	0	0	64	0	0	0	0	0	7	0	108	0	0	0	0	24	0	0	0	0	0	0	24	12	59	0	0	0	0	0	0	0	23	0	0
0	0	0	0	0	1	0	0	0	0	0	0	9	0	0	0	0	1	3	0	14	7	5	2	11	1	4	0	0	1	1	9	0	0	3	5	0	0	0	0	2	0	0	4	5	0	2	10	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	3	3	5	1	9	0	13	1	0	2	4	20	0	3	6	0	0
0	0	0	13	0	0	0	0	0	0	0	1	0	0	88	11	0	0	22	0	5	0	0	3	28	0	0	0	0	0	0	1	0	2	1	0	0	0	0	0	6	0	2	21	1	0	0	1	0	0	0	6	6	0	0	2	0	0	0	3	37	0	6	2	0	28	18	0	0	2	0	1	0	0	0	0	34	5	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	76	23	0	0	133	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2216	1339	18	187	1275	589	0	1205	32	2274	5035	300	3767	252	561	2136	468	1626	994	93	609	3006	6376	1161	2502	167	4404	1244	1253	1834	340	2671	0	342	921	2298	1950	140	227	57	256	0	84	1050	4161	237	693	5771	1538	642	817	2906	1104	1186	106	396	106	159	15	4765	5412	771	43	1449	4759	1348	3011	3604	1372	6633	847	74	120	520	2238	552	121	2751	2542	2285
0	20	3	8	10	0	0	0	0	13	0	0	8	4	0	22	4	0	0	16	10	35	20	0	0	0	0	0	0	15	0	0	0	0	0	0	16	9	0	4	36	0	0	55	0	0	0	87	0	0	0	42	0	0	0	126	7	0	0	0	83	0	0	0	115	0	0	0	0	69	0	0	0	82	0	7	0	110	129	175
0	0	0	171	10	0	0	0	0	104	0	17	0	0	24	186	0	77	18	0	31	67	2	226	0	0	0	0	0	0	0	0	0	0	0	0	76	0	0	5	0	0	0	98	98	0	0	0	0	0	30	0	2	0	0	0	0	0	0	11	44	4	0	0	0	0	0	0	0	0	22	9	0	21	124	17	0	0	213	0
0	0	70	8	0	0	0	0	0	0	0	11	0	8	34	306	0	40	0	0	21	45	88	0	0	0	153	0	0	0	0	105	0	0	0	0	0	0	0	0	0	0	0	0	230	0	2	3	0	0	0	0	0	0	0	105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36	0	0	0	0	153	35
0	41	0	0	0	0	0	0	0	0	38	0	0	0	30	0	0	0	0	0	0	0	0	0	70	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	14	0	0	0	0	11	0	0	0	0	0	0	82	0	0	0	78	0	0	85	0	0	20	0	0	65	14	0	5	0	0	0
497	77	127	0	44	294	33	0	0	66	236	39	52	106	247	596	0	623	142	0	197	387	74	668	143	71	230	504	0	598	53	154	0	49	23	118	242	5	0	96	136	10	113	65	1853	90	105	390	187	27	101	63	35	165	102	359	94	0	0	28	437	0	0	45	310	214	225	0	0	152	23	84	53	83	870	72	6	468	555	0
0	0	13	0	0	43	0	0	0	0	60	0	0	0	0	48	0	0	0	0	0	31	24	50	10	0	53	58	66	68	0	0	0	13	0	40	0	0	0	0	17	0	0	0	0	0	0	0	64	7	15	0	0	0	15	205	0	0	0	21	75	0	0	0	0	0	37	92	0	63	0	0	0	0	51	0	0	90	0	0
0	0	0	3	0	0	0	0	0	26	0	0	33	0	18	0	0	12	0	0	0	61	22	0	0	0	142	663	0	0	0	0	0	0	0	0	28	0	0	0	0	0	0	52	45	2	0	9	12	6	0	0	0	0	0	2	0	0	0	53	0	108	0	0	83	15	506	0	0	34	0	0	0	134	0	0	21	0	177	0
75	0	0	0	10	0	0	0	0	0	1	0	0	18	9	0	0	7	0	12	0	36	94	4	11	0	71	0	0	34	1	0	0	0	0	0	0	0	0	3	28	0	0	0	28	0	0	0	45	7	0	41	0	0	0	16	0	0	0	0	83	0	0	9	43	0	22	90	0	0	11	0	0	94	0	1	0	96	66	0
0	0	0	0	3	0	0	1	0	3	1	0	0	0	0	1	0	1	0	1	3	0	3	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	2	0	2	1	0	0	0	0	0	1	0	0	0	0	4	1
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	5	0	0	49	0	0	0	0	0	0	0	0	0	0	54	117	0	0	0	0	0	0	0	0	0	0	0	43
0	0	0	0	0	0	0	0	0	0	0	0	25	0	0	44	0	0	0	0	0	0	0	38	0	0	0	78	0	0	0	31	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	82	7	0	0	63	0
45	43	11	0	0	35	0	42	0	104	171	0	17	0	0	52	7	46	0	74	87	18	0	182	142	0	131	36	4	40	7	134	0	0	0	0	0	0	0	0	139	1	6	42	0	0	0	25	74	0	3	0	0	0	0	183	8	0	0	0	22	16	0	48	18	5	94	67	9	118	18	4	0	74	155	11	59	0	98	124
1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	0	13	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	6	0	0	0	0	71	0	0	75	0	0	0	0	5	0	0	0	0	0
